date,geo,cost,response
2024-04-01,1,9.531161602,1
2024-04-01,2,160.26736799160838,24
2024-04-01,3,3.199734326,1
2024-04-01,4,3.3813451127920233,1
2024-04-01,5,6.9311616019999995,1
2024-04-01,6,4.213661416666667,1
2024-04-01,7,7.53332982,1
2024-04-01,8,6.512499999999999,3
2024-04-01,9,22.426482963461538,4
2024-04-01,10,14.451923575,3
2024-04-01,11,5.8313451127920235,1
2024-04-01,12,1.0826,1
2024-04-01,13,2.5198022399999997,1
2024-04-01,14,3.0141278650000003,1
2024-04-01,15,5.6066207408653845,1
2024-04-01,16,3.3813451127920233,1
2024-04-01,17,20.793484806,3
2024-04-01,18,4.213661416666667,1
2024-04-01,19,1.0826,1
2024-04-01,20,10.144035338376069,3
2024-04-01,21,4.561345112792023,1
2024-04-01,22,3.199734326,1
2024-04-01,23,9.042383595,3
2024-04-01,24,1.8373671846320343,1
2024-04-01,25,5.6975553,3
2024-04-01,26,95.38614135350427,12
2024-04-01,27,27.403389414117648,4
2024-04-01,28,3.96965742,1
2024-04-01,29,5.593640332983683,1
2024-04-01,30,7.5328647900000005,1
2024-04-01,31,2.7338092300000003,1
2024-04-01,32,3.3813451127920233,1
2024-04-01,33,12.512804066000001,1
2024-04-01,34,10.116441587407408,1
2024-04-01,35,12.021923575,3
2024-04-01,36,18.89082118,1
2024-04-01,37,11.239202977999998,3
2024-04-01,38,1.0826,1
2024-04-01,39,1.24,1
2024-04-01,40,91.0135896446154,1
2024-04-01,41,5.6213451127920235,1
2024-04-01,42,5.5813451127920235,1
2024-04-01,43,3.3813451127920233,1
2024-04-01,44,50.063484806,3
2024-04-01,45,24.2361789875,3
2024-04-01,46,6.4920596625,1
2024-04-01,47,1.2175,1
2024-04-01,48,8.381438959999999,1
2024-04-01,49,9.491345112792024,1
2024-04-01,50,6.9311616019999995,1
2024-04-01,51,17.491161602,1
2024-04-01,52,436.688332866,33
2024-04-01,53,7.5328647900000005,1
2024-04-01,54,5.593640332983683,1
2024-04-01,55,36.982383595,3
2024-04-01,56,97.02847353529413,10
2024-04-01,57,127.8773405,1
2024-04-01,58,5.6066207408653845,1
2024-04-01,59,11.439019199999999,3
2024-04-01,60,6.9311616019999995,1
2024-04-01,61,4.213661416666667,1
2024-04-01,62,24.731161602,1
2024-04-01,63,17.662383595,3
2024-04-01,64,8.381438959999999,1
2024-04-01,65,7.5328647900000005,1
2024-04-01,66,5.6066207408653845,1
2024-04-01,67,3.0141278650000003,1
2024-04-01,68,54.72718874,6
2024-04-01,69,6.850847353529412,1
2024-04-01,70,54.93,4
2024-04-01,71,18.71084735352941,1
2024-04-01,72,14.86922295,1
2024-04-01,73,5.512101553896104,3
2024-04-01,74,6.9311616019999995,1
2024-04-01,75,1.0826,1
2024-04-01,76,41.26841219799999,3
2024-04-01,77,15.368839419999999,3
2024-04-01,78,6.9311616019999995,1
2024-04-01,79,98.92863376,6
2024-04-01,80,6.9311616019999995,1
2024-04-01,81,165.34953438,12
2024-04-01,82,6.9311616019999995,1
2024-04-01,83,96.14081303,22
2024-04-01,84,4.724127865000001,1
2024-04-01,85,6.534127865,1
2024-04-01,86,8.511161602,1
2024-04-01,87,4.764127865,1
2024-04-01,88,3.0141278650000003,1
2024-04-01,89,3.0526,1
2024-04-01,90,15.262101553896102,3
2024-04-01,91,18.89082118,1
2024-04-01,92,9.430847353529412,1
2024-04-01,93,5.6066207408653845,1
2024-04-01,94,3.3813451127920233,1
2024-04-01,95,91.0135896446154,1
2024-04-01,96,37.067150785,9
2024-04-01,97,5.76213257,1
2024-04-01,98,7.5328647900000005,1
2024-04-01,99,3.7199999999999998,3
2024-04-01,100,12.512804066000001,1
2024-04-01,101,1.0826,1
2024-04-01,102,8.381438959999999,1
2024-04-01,103,3.3813451127920233,1
2024-04-01,104,273.04076893384615,3
2024-04-01,105,7.5328647900000005,1
2024-04-01,106,0.0,1
2024-04-01,107,0.0,1
2024-04-01,108,0.0,3
2024-04-01,109,0.0,1
2024-04-01,110,12.9,13
2024-04-01,111,0.0,1
2024-04-01,112,0.0,1
2024-04-01,113,2.09,1
2024-04-01,114,0.0,1
2024-04-01,115,1.91,1
2024-04-01,116,0.0,1
2024-04-01,117,0.0,1
2024-04-01,118,0.0,12
2024-04-02,119,2.880732106402027,1
2024-04-02,120,1.9754282204545452,1
2024-04-02,121,2.59399449122807,1
2024-04-02,122,5.297051117142857,3
2024-04-02,123,2.3964713840963854,1
2024-04-02,124,10.557924705194804,3
2024-04-02,125,0.3178125,1
2024-04-02,126,1.7656837057142856,1
2024-04-02,2,161.80336998095237,32
2024-04-02,3,5.575406077160493,1
2024-04-02,127,1.4384774425,1
2024-04-02,4,10.276880518,3
2024-04-02,128,146.34969213963853,17
2024-04-02,129,0.195,1
2024-04-02,130,2.5056268393333334,1
2024-04-02,131,29.085883558363637,3
2024-04-02,132,37.76641568398268,10
2024-04-02,133,1.9166363566666667,1
2024-04-02,134,2.59399449122807,1
2024-04-02,135,4.23659618,1
2024-04-02,136,7.794194614285715,1
2024-04-02,137,1.3633120333333333,1
2024-04-02,138,2.696466194096385,1
2024-04-02,139,0.7383211233333333,1
2024-04-02,140,2.59399449122807,1
2024-04-02,141,17.34219631920608,3
2024-04-02,142,4.581371324444445,1
2024-04-02,143,7.516880518000001,3
2024-04-02,144,4.335643799047619,1
2024-04-02,8,0.098,1
2024-04-02,145,9.761745036190476,4
2024-04-02,146,5.053096413436029,1
2024-04-02,147,11.885796505,1
2024-04-02,148,4.8999679,6
2024-04-02,149,2.440436259047619,1
2024-04-02,150,7.049053633142857,4
2024-04-02,151,6.991875,22
2024-04-02,152,0.96998805,1
2024-04-02,153,0.4303125,1
2024-04-02,154,1.9192598242857142,1
2024-04-02,155,2.5056268393333334,1
2024-04-02,156,1.186981815,1
2024-04-02,157,3.9657303119047618,1
2024-04-02,158,4.007081375842044,1
2024-04-02,159,3.898509258571429,1
2024-04-02,160,4.007081375842044,1
2024-04-02,161,2.0855242855555556,1
2024-04-02,162,15.376910097142858,1
2024-04-02,163,1.02698459,1
2024-04-02,19,0.4840540540540541,1
2024-04-02,164,11.686305521481481,3
2024-04-02,165,1.7656837057142856,1
2024-04-02,166,8.433874890000002,1
2024-04-02,167,10.206336126596385,1
2024-04-02,168,2.226297415493827,1
2024-04-02,169,3.215948632,1
2024-04-02,170,14.724063344285716,3
2024-04-02,171,41.82959927111111,7
2024-04-02,172,8.86025431,1
2024-04-02,173,3.215948632,1
2024-04-02,174,0.3178125,1
2024-04-02,175,219.59771354385964,52
2024-04-02,176,2.3963927835714287,1
2024-04-02,177,1.007613708,1
2024-04-02,178,3.3956600757142854,1
2024-04-02,179,0.7133215533333334,1
2024-04-02,180,17.694046024285715,1
2024-04-02,181,0.5959105659159158,1
2024-04-02,182,3.025536820234087,1
2024-04-02,183,15.159289240308087,3
2024-04-02,184,21.967647045,1
2024-04-02,185,10.901771107218044,6
2024-04-02,186,0.5959105659159158,1
2024-04-02,187,14.547924705194804,3
2024-04-02,188,28.127535052142857,9
2024-04-02,189,0.5959105659159158,1
2024-04-02,190,2.3963927835714287,1
2024-04-02,191,5.084747909724596,1
2024-04-02,192,5.053096413436029,1
2024-04-02,23,5.165536820234087,1
2024-04-02,193,117.54801602826086,1
2024-04-02,194,4.599212369285714,1
2024-04-02,195,2.026951513333333,1
2024-04-02,196,3.4249419800000003,1
2024-04-02,197,9.647845896,3
2024-04-02,198,2.196993947027027,1
2024-04-02,199,7.9053255221212115,1
2024-04-02,200,2.337110297142857,1
2024-04-02,201,11.953855407387387,1
2024-04-02,26,58.55314891133333,13
2024-04-02,202,9.896979367142857,1
2024-04-02,203,3.9749324550000003,1
2024-04-02,204,44.35616163750001,3
2024-04-02,205,14.204046024285715,1
2024-04-02,27,9.813910830977132,1
2024-04-02,28,2.638790270493827,1
2024-04-02,206,0.7971428571428572,3
2024-04-02,207,10.939839974,1
2024-04-02,208,5.053096413436029,1
2024-04-02,209,6.137081375842044,1
2024-04-02,210,2.8565060240963853,1
2024-04-02,211,4.739368584444445,1
2024-04-02,212,7.9053255221212115,1
2024-04-02,213,7.367624890000001,1
2024-04-02,32,17.539387875333333,7
2024-04-02,214,4.0010381916639535,1
2024-04-02,215,3.39594354,1
2024-04-02,216,5.185714285714286,1
2024-04-02,217,2.466527235,1
2024-04-02,218,1.2909375,3
2024-04-02,219,0.3594444444444444,1
2024-04-02,220,5.084747909724596,1
2024-04-02,221,4.71834017263158,1
2024-04-02,222,19.8596609,1
2024-04-02,223,4.806392783571429,1
2024-04-02,224,1.9689707300000001,1
2024-04-02,225,18.15322092140452,6
2024-04-02,226,1.9415242855555555,1
2024-04-02,227,4.0010381916639535,1
2024-04-02,38,0.4840540540540541,1
2024-04-02,228,0.96998805,1
2024-04-02,229,3.1426415683982682,1
2024-04-02,230,5.053096413436029,1
2024-04-02,231,2.2489255433333333,1
2024-04-02,232,4.567186573894737,3
2024-04-02,233,2.6144053894444443,1
2024-04-02,234,4.007081375842044,1
2024-04-02,41,5.565626839333334,1
2024-04-02,235,11.99979321,1
2024-04-02,236,5.053096413436029,1
2024-04-02,237,6.92417314095238,1
2024-04-02,238,4.146527235000001,1
2024-04-02,239,11.556312744096386,1
2024-04-02,240,1.24029847,1
2024-04-02,241,2.614245782857143,1
2024-04-02,242,9.427924705194805,3
2024-04-02,243,2.5056268393333334,1
2024-04-02,244,3.06794856,1
2024-04-02,245,2.4361054985714286,1
2024-04-02,246,8.753910830977132,1
2024-04-02,247,2.4361054985714286,1
2024-04-02,248,6.000526614684621,1
2024-04-02,249,4.80399449122807,1
2024-04-02,250,3.9657303119047618,1
2024-04-02,251,15.726474256666664,1
2024-04-02,252,2.026951513333333,1
2024-04-02,253,159.9952661468462,10
2024-04-02,254,0.098,1
2024-04-02,255,3.60894233,1
2024-04-02,256,13.073114574991859,3
2024-04-02,257,4.007081375842044,1
2024-04-02,45,26.133648794054054,1
2024-04-02,258,8.875041342546583,1
2024-04-02,259,7.016981814999999,1
2024-04-02,260,1.9415242855555555,1
2024-04-02,261,15.159289240308087,3
2024-04-02,262,7.4773748275,1
2024-04-02,263,2.2049937699999997,1
2024-04-02,264,13.096474256666665,1
2024-04-02,265,2.2489255433333333,1
2024-04-02,266,12.257591786698566,6
2024-04-02,267,7.190526614684622,1
2024-04-02,268,17.72747954777778,1
2024-04-02,269,4.0010381916639535,1
2024-04-02,270,2.880732106402027,1
2024-04-02,271,1.33999117,1
2024-04-02,272,4.170732106402027,1
2024-04-02,273,1.9192598242857142,1
2024-04-02,274,2.0880160282608697,1
2024-04-02,275,2.59399449122807,1
2024-04-02,276,13.096474256666665,1
2024-04-02,277,45.330709479999996,3
2024-04-02,278,2.0429319644497608,1
2024-04-02,279,5.42690838,1
2024-04-02,280,5.59990613,3
2024-04-02,281,10.939839974,1
2024-04-02,282,1.46797627,1
2024-04-02,50,15.254243729173789,3
2024-04-02,283,0.4303125,1
2024-04-02,52,588.5384038473314,46
2024-04-02,284,1.2500407880540543,1
2024-04-02,285,0.44699463,1
2024-04-02,286,18.306152866363636,3
2024-04-02,287,0.3178125,1
2024-04-02,288,1.007613708,1
2024-04-02,289,4.164692111428571,1
2024-04-02,290,0.195,1
2024-04-02,291,3.7501223641621624,3
2024-04-02,292,3.9657303119047618,1
2024-04-02,293,1.9754282204545452,1
2024-04-02,294,2.3963927835714287,1
2024-04-02,295,15.229186914444444,1
2024-04-02,296,27.69256203285714,3
2024-04-02,297,4.625,1
2024-04-02,298,26.42417314095238,1
2024-04-02,56,88.08519747879417,9
2024-04-02,299,21.967647045,1
2024-04-02,300,6.09552559,1
2024-04-02,301,8.468430108571427,1
2024-04-02,302,3.860040788054054,1
2024-04-02,303,5.084747909724596,1
2024-04-02,304,0.294,3
2024-04-02,305,8.0379406,1
2024-04-02,306,3.1799457899999997,1
2024-04-02,307,4.581371324444445,1
2024-04-02,308,8.433874890000002,1
2024-04-02,309,1.5594444444444444,1
2024-04-02,310,1.9642526342857143,1
2024-04-02,311,12.54661046070226,3
2024-04-02,312,4.576506172571428,6
2024-04-02,313,1.3422634082857143,1
2024-04-02,314,0.26571428571428574,1
2024-04-02,315,1.4185522085714284,1
2024-04-02,316,1.9415242855555555,1
2024-04-02,317,10.206336126596385,1
2024-04-02,318,21.50417314095238,1
2024-04-02,319,1057.832730704994,95
